policy_id,state_name,state_code,policy_name,summary,policy_type,program_category,published,websiteurl,start_date_text,start_year,
2520,New Mexico,NM,2015 Sustainable Building Tax Credit (Corporate),"_**Note: This program was replaced by the2021 Sustainable Building TaxCredit.**_  S.B. 463, enacted in April 2007, established a personal tax credit and acorporate tax credit for sustainable buildings in New Mexico. The tax creditsapply to both commercial and residential buildings. Commercial buildings whichhave been registered and certified by the U.S. Green Building Council at LEEDSilver or higher for new construction (NC), existing buildings (EB), core andshell (CS), or commercial interiors (CI) are eligible for a tax credit. Theamount of the credit varies according to the square footage of the buildingand the level of certification achieved, as indicated on the following chart:  **Commercial Buildings****LEED Rating Level** |  **Occupied Sq. Footage** |  **Tax Credit/Sq. Ft.**  ---|---|---  LEED-NC Silver |  First 10,000 |  $3.50  |  Next 40,000 |  $1.75  |  Over 50,000 and up to 500,000 |  $0.70  LEED-NC Gold |  First 10,000 |  $4.75  |  Next 40,000 |  $2.00  |  Over 50,000 and up to 500,000 |  $1.00  LEED-NC Platinum |  First 10,000 |  $6.25  |  Next 40,000 |  $3.25  |  Over 50,000 and up to 500,000 |  $2.00  LEED-EB/CS Silver |  First 10,000 |  $2.50  |  Next 40,000 |  $1.25  |  Over 50,000 and up to 500,000 |  $0.50  LEED-EB/CS Gold |  First 10,000 |  $3.35  |  Next 40,000 |  $1.40  |  Over 50,000 and up to 500,000 |  $0.70  LEED-EB/CS Platinum |  First 10,000 |  $4.40  |  Next 40,000 |  $2.30  |  Over 50,000 and up to 500,000 |  $1.40  LEED-CI Silver |  First 10,000 |  $1.40  |  Next 40,000 |  $0.70  |  Over 50,000 and up to 500,000 |  $0.30  LEED-CI Gold |  First 10,000 |  $1.90  |  Next 40,000 |  $0.80  |  Over 50,000 and up to 500,000 |  $0.40  LEED-CI Platinum |  First 10,000 |  $2.50  |  Next 40,000 |  $1.30  |  Over 50,000 and up to 500,000 |  $0.80    Residential buildings certified as sustainable homes can also qualify for atax credit. Eligible residential buildings include single-family homes andmulti-family homes which are certified as either Build Green NM Silver orhigher or LEED-H Silver or higher as well as Energy Star-certifiedmanufactured homes. The amount of the credit varies according to the squarefootage of the building and the level of certification achieved, as indicatedon the following chart:**Residential Buildings****Rating Level** |  **Occupied Sq. Footage** |  **Tax Credit/Sq. Ft.**  ---|---|---  LEED-H Silver or Build Green NM Silver |  First 2,000 |  $3.00  |  +2,000| $0  LEED-H Gold or Build Green NM Gold |  First 2,000 |  $4.50  |  +2,000 |  $0  LEED-H Platinum or Build Green NM Emerald |  First 2,000 |  $6.50  |  +2,000 |  $0  Energy Star Manufactured Home |  Up to 2,000 |  $3.00     **Applying for the Tax Credit**To receive the tax credit, the building owner must obtain a certificate ofeligibility from the Energy, Minerals and Natural Resources Department afterthe building project has been completed. Through 2016, the Department willonly grant certificates in any given calendar year until the equivalent of$1,000,000 worth of certificates for commercial buildings and $4,000,000 worthof certificates for residential buildings have been awarded in that calendaryear. Further, no more than $1,250,000 of the annual amount for residentialbuildings can be applied to manufactured housing. The cap is set at $1,250,000per year for commercial buildings and $3,375,000 per year for residentialbuildings beginning in 2017. Multi-family residential buildings are classifiedas residential buildings for the purpose of this tax credit. However, if theaggregate limit for residential tax credits has been reached for the year, theDepartment may issue certificates of eligibility under the annual aggregatelimit for commercial buildings to owners of multi-family dwelling unitsprovided that aggregate limit has not been reached as well. **Payout Schedule and Carry Forward**The taxpayer must then present their certificate of eligibility to theTaxation and Revenue Department to receive a document granting the SustainableBuilding Tax Credit. If the total amount of a Sustainable Building Tax Creditis less than $100,000, a maximum of $25,000 can be applied to the taxpayer'sincome tax in that year and the next 3 years as needed depending on the amountof the credit. If the credit is more than $100,000, the taxpayer can claim thecredit in increments of 25% in each of the 4 taxable years, including the yearin which the credit is approved. If a taxpayer's tax liability is less thanthe amount of credit due, the excess credit may be carried forward for up to 7years. **Transferability**The tax credit is transferable for nonprofits. Although nonprofits are nottaxed by the state, they can apply for the certificate of eligibility and sellthe credit to an entity that does pay taxes. Additionally, people and entitieswho do not owe enough taxes to take full advantage of the tax credit also havethe option of selling the tax credit. **Other Tax Credits**A solar thermal system or a photovoltaic system may not be used as a componentof qualification for this tax credit if a tax credit has already been claimedfor it under the Solar Market Development Tax Credit.",Corporate Tax Credit,Financial Incentive,0,http://www.emnrd.state.nm.us/ECMD/CleanEnergyTaxIncentives/SBTC.html,01/01/2007,2007,
2565,New Mexico,NM,Renewable Energy Production Tax Credit (Personal),"**_Note: The tax credits are fully subscribed. As of July 2016, there were 973MW (2,148,000 MWh) of projects in the waiting queue for the wind/biomass taxcredit and 1,103 MW (2,369,000 MWh) of projects in the waiting queue for thesolar tax credit._**Enacted in 2002, the New Mexico Renewable Energy Production Tax Creditprovides a tax credit against personal or corporate income tax. To qualify, anenergy generator must have a capacity of at least 1 megawatt and be installedbefore January 2018.**Amount**The tax credit is $0.01 per kilowatt-hour (kWh) for companies that generateelectricity from wind or biomass. Companies that generate electricity fromsolar energy receive a tax incentive that varies annually according to thefollowing schedule:      * Year 1: $0.015 per kWh    * Year 2: $0.02 per kWh    * Year 3: $0.025 per kWh    * Year 4: $0.03 per kWh    * Year 5: $0.035 per kWh    * Year 6: $0.04 per kWh    * Year 7: $0.035 per kWh    * Year 8: $0.03 per kWh    * Year 9: $0.025 per kWh    * Year 10: $0.02 per kWhAccording to the Energy, Minerals and Natural Resources Department, thisincentive averages $0.027 per kWh annually.For wind and biomass generators, the credit is applicable only to the first400,000 megawatt-hours (MWh) of electricity in each of 10 consecutive taxableyears. For solar, the credit is applicable only to the first 200,000 MWh ofelectricity in each taxable year.  **Aggregate Cap**Total generation from both the corporate and personal tax credit programscombined must not exceed 2,000,000 MWh of production annually, plus anadditional 500,000 MWh produced by solar energy. Taxpayers cannot claim boththe corporate and the personal tax credit for the same renewable energysystem. **Excess Tax Credits**For electricity generated prior to October 1, 2007, excess credit may becarried forward for up to 5 consecutive taxable years. For electricitygenerated on or after October 1, 2007, excess credit shall be refunded to thetaxpayer in order to allow project owners with limited tax liability to fullyutilize the credit.",Personal Tax Credit,Financial Incentive,0,http://www.emnrd.state.nm.us/ecmd/CleanEnergyTaxIncentives/ProdTaxCredit.html,01/01/2008,2008,
2566,New Mexico,NM,Solar Energy Gross Receipts Tax Deduction,"New Mexico has a gross receipts tax structure for businesses instead of asales tax. Businesses are taxed on the gross amount of their business receiptseach year before expenses are deducted. Revenue generated by the sale andinstallation of solar systems used to provide space heat, hot water, orelectricity to the property on which it is installed may be deducted fromgross receipts before the gross receipts tax is calculated. Dark-colored watertanks exposed to sunlight, including all equipment necessary for theinstallation and operation of the water tank as a part of the overall watersystem of the property, as well as a non-vented trombe wall, including allequipment necessary for the installation and operation of the trombe wall, arealso eligible for this tax deduction.The seller must have a signed copy of Form RPD-41341 to claim the deduction orother evidence acceptable to the New Mexico Energy, Minerals, and NaturalResources Department that the service or equipment was purchased for the soleuse of the sale and installation of a qualified energy system.",Sales Tax Incentive,Financial Incentive,1,https://www.tax.newmexico.gov/tax-professionals/tax-credits-overview-forms/,07/01/2007,2007,
2567,New Mexico,NM,Alternative Energy Product Manufacturers Tax Credit,"The Alternative Energy Product Manufacturers tax credit may be claimed formanufacturing alternative energy products and components, including renewableenergy systems, fuel cell systems, and electric and hybrid-electric vehicles.Alternative energy components include parts, assembly of parts, materials,ingredients, or supplies that are incorporated directly into end-use products.In 2011 S.B. 233 added ""products extracted from or secreted by a single cellphotosynthetic organism"" to the list of eligible alternative energy products. **Tax Credit**The total amount of the credit is approved by the Taxation and RevenueDepartment and is not to exceed 5% of the taxpayer’s qualified expenditures. Aqualified expenditure is the purchase of manufacturing equipment made afterJuly 1, 2006. **Eligibility**To be eligible to claim a credit, the taxpayer must employ at least one newfull-time employee for every $500,000 of expenditures up to $30,000,000, andat least one new full-time employee for every $1,000,000 of expenditures over$30,000,000.**Carry Over**The alternative energy product manufacturers tax credit may only be deductedfrom the taxpayer's modified combined tax liability, which is the totalliability for the reporting period for the gross receipts, compensating tax,and withholding tax. Any portion of the alternative energy productmanufacturers tax credit that remains unused at the end of the taxpayer'sreporting period may be carried forward for 5 years. ****",Industry Recruitment/Support,Financial Incentive,1,https://www.tax.newmexico.gov/forms-publications/,NA,2006,
2574,New Mexico,NM,Advanced Energy Tax Credit (Corporate),"** _Note: The deadline for qualifying for this tax incentive was 12/31/2015.This summary is here for informational purposes only._**A taxpayer that holds an interest in a qualified generating facility locatedin New Mexico and that files a New Mexico corporate income tax return mayclaim an advanced energy corporate income tax credit in an amount equal to 6%of the eligible generation plant costs of a qualified generating facilities(see § 7-2A-25).“Eligible generation plant costs"" means expenditures for the development andconstruction of a qualified generating facility, including costs related topermitting, site characterization and assessment, engineering, design, andsite and equipment acquisition.**Eligible Technologies**""Qualified generating facility"" means a facility that begins construction notlater than December 31, 2015, and includes, among other technologies:    * a solar thermal electric generating facility that begins construction on or after July 1, 2007 and that may include an associated renewable energy storage facility;    * a solar photovoltaic electric generating facility that begins construction on or after July 1, 2009 and that may include an associated renewable energy storage facility;    * a geothermal electric generating facility that begins construction on or after July 1, 2009; and    * a recycled energy project if that facility begins construction on or after July 1, 2007. **** **  ** **Combined Reporting**  Any balance of the advanced energy corporate income tax credit that thetaxpayer is approved to claim may be claimed by the taxpayer as an “advancedenergy combined reporting tax credit” (see § 7-9G-2). A taxpayer grantedapproval to claim an advanced energy combined reporting tax credit may claiman amount of available credit against the taxpayer's gross receipts tax,compensating tax, or withholding tax due to the state. **  ** **Carryover**  Any unused credit may be carried forward for up to 10 years. **  ** **Process**The aggregate amount of all advanced energy tax credits that may be claimedwith respect to a qualified generating facility cannot exceed $60,000,000. Inorder to claim the tax credit, developers must obtain a certificate ofeligibility from the New Mexico Environment Department and submit thecertificate to the New Mexico Taxation and Revenue Department.  Click here for more information, including forms to apply for the tax credit.",Corporate Tax Credit,Financial Incentive,0,http://www.tax.newmexico.gov/Tax-Professionals/tax-credits-overview.aspx,NA,2009,
2599,New Mexico,NM,Central New Mexico Electric Cooperative - Residential Energy Efficiency Rebate Program,"Central New Mexico Electric Cooperative (CNMEC) provides an incentive for itsresidential members to purchase energy efficient water heaters, clotheswashers and dryers, dishwashers, refrigerators, and freezers. Participatingmembers can receive a $30 rebate for installing an electric water heater thatmeets the minimum program standards, and a bonus $20 per unit if it is coveredby a lifetime warranty. Refrigerators and freezers must be ENERGY STAR ratedto qualify for the $30 rebate, and members can receive an additional rebate of$60 for recycling an old unit. All applications for rebates must be submittedwithin 120 days of purchase to be eligible. Contact CNMEC for moreinformation.",Rebate Program,Financial Incentive,1,https://cnmec.org/cnmec-member-rebates,NA,NA,
2812,New Mexico,NM,NA,nan,Other Policy,Regulatory Policy,0,NA,NA,NA,
2990,New Mexico,NM,PNM - Residential Energy Efficiency Rebate Program,"PNM offers several types of incentives for residential customers to improvethe energy efficiency of eligible homes. Rebates are available for appliancesand cooling equipment.PNM also offers the PNM Home Energy Checkup, which gives residential customersa snapshot of their home's electricity use and identifies opportunities toreduce electricity waste. There are two Home Energy Checkup packages to choosefrom, ranging from $15 to $30. Both Package A ($15) and Package B ($30)include up to twenty LED dimmable bulbs to replace incandescent bulbs, one LEDnightlight, two efficient-flow showerheads, two bathroom faucet aerators, onekitchen faucet aerator, and one smart power strip. In addition to this,Package B also includes up to twenty additional LED dimmable bulbs and oneadditional smart power strip. The fee for any Home Energy Checkup package iswaived for customers meeting certain income requirements.Based on the results of the Home Energy Checkup, a residence may qualify foradditional appliance and cooling rebates. Rebates are available forrefrigerators, freezers, clothes washers and dryers, dishwashers, airpurifiers, air conditioning units, attic/ceiling insulation, and smartthermostats.For more information, visit the program website.",Rebate Program,Financial Incentive,1,https://www.pnm.com/rebates,NA,NA,
2991,New Mexico,NM,PNM - Commercial Energy Efficiency Rebate Program,"PNM provides incentives for their commercial customers to increase the energyefficiency of their buildings. Rebates are provided to their electriccustomers for the purchase of advanced evaporative coolers, or for upgradingtheir lighting. Small to medium sized businesses can also enroll in theirpower saving program to receive discounts in exchange for PNM to have theability to remotely cycle off their air conditioners during peak periods.Large commercial customers can participate in PNM's Peak Saver Program andreceive incentives based on the amount of electricity managed by the PNM PeakSaver program.",Rebate Program,Financial Incentive,0,http://www.pnm.com/rebates/business_rebates.htm,NA,NA,
2992,New Mexico,NM,PNM - Energy Star Home Builder Rebate Program,"PNM is offering home builders a rebate for each Energy Star-qualified homethey build in PNM service areas. Every Energy Star-qualified home must includeeffective insulation and air sealing, high performance windows, doors andskylights, tight construction and ducts, and independent testing andinspection. The builder must arrange for a qualified Home Energy Rater toinspect the new home. To qualify for the incentive, the builder must registeras a participating home builder with the Energy Star homebuilder programadministered by the EPA and follow the steps on the Energy Star Homes ProgramWeb site to apply for a rebate.",Rebate Program,Financial Incentive,0,http://www.pnm.com/rebates/energy_star_builder.htm,NA,NA,
3033,New Mexico,NM,Interconnection Standards,nan,Interconnection,Regulatory Policy,0,NA,NA,NA,
3038,New Mexico,NM,Interconnection Standards,"The Public Regulation Commission (PRC) adopted revised standards andprocedures for the interconnection of generating facilities in New Mexico inJuly 2008.Rule 569 applies to all qualifying facilities (QFs) under the federal PublicUtility Regulatory Policies Act, which generally includes all renewable energysystems and combined heat and power (CHP) systems up to 80 megawatts (MW) incapacity.    Rule 568 applies to renewable energy systems and CHP systems up to 10 MW incapacity. The purpose of Rule 568 is to simplify the interconnectionrequirements for QFs up to 10 MW and to encourage the use of small-scale,customer-owned renewables or alternative energy resources.**Incentives**All utilities subject to PRC jurisdiction must offer net metering and complywith these standards. (Municipal utilities, which are not regulated by thecommission, are exempt.)Two of New Mexico’s investor-owned utilities currently offer performance-basedincentives to interconnected customers in exchange for the customer’sgenerated renewable energy certificates (a compliance mechanism for thestate’s renewable portfolio standard). For more information, click on theprogram of interest:    * El Paso Electric Company’s Renewable Energy Certificate Purchase Program    * PNM’s Performance-Based Solar PV Program**System Capacity Requirements**Interconnection applications will generally follow this review path:    * Systems up to 10 kilowatts (kW) in capacity are eligible for the ""Simplified Interconnection Process,"" which includes simplified applications.    * Systems greater than 10 kW and up to 2 MW are eligible for the ""Fast Track Process,"" which might include supplemental review.    * Systems greater than 2 MW and up to 10 MW must follow the ""Full Interconnection Study Process.""    * Systems greater than 10 MW must follow the ""Case Specific Study Process.""**Process**All systems must comply with all relevant local and national standards(including the NEC, IEEE and UL standards) and meet any additionalrequirements approved by the PRC. A redundant external disconnect device isrequired for all interconnected systems. For systems greater than 10 kW, thedisconnect switch must be visibly marked and accessible to and lockable by theutility.    The PRC may require the owner of a generating facility with a rated capacityof up to 250 kW to obtain general liability insurance prior to connecting witha utility if the utility provides a sufficient reason for doing so. A utilitymay directly and independently require owners of systems greater than 250 kWto provide proof of insurance, with reasonable limits not to exceed$1,000,000, or other reasonable evidence of financial responsibility. A mutualindemnification agreement between the customer and the utility is required.    Interconnected customers must pay an application fee that varies according tothe size of the system. Systems up to 10 kW must pay $50; systems greater than10 kW and up to 100 kW must pay $100; and systems greater 100 kW must pay $100plus $1 per kW. In addition to these fees, a small utility with fewer than50,000 customers may charge reasonable consulting fees for systems greaterthan 10 kW.",Interconnection,Regulatory Policy,1,NA,NA,2008,
3042,New Mexico,NM,Farmington Electric Utility System - Net Metering,"** _Note: As of February 1, 2017, FEUS' net metering program is closed to newcustomers. Existing customers are grandfathered under the most recent netmetering tariffs._**Net metering rules developed by the New Mexico Public Regulation Commission(PRC) apply to the state's investor-owned utilities and electric cooperatives.Municipal utilities, which are not regulated by the commission, are exemptfrom the PRC rules but authorized to develop their own net metering programs.Farmington Electric, a municipal utility, offers net metering to residentialand commercial customers with systems up to 10 kilowatts (kW) in capacity thatwere installed by January 31, 2017. _Farmington's net metering tariffs are notopen to new customers._ Existing customers may continue to participate in thenet metering program until the sale of the property the system is associatedwith or substantial changes are made to the system, beyond routine repairs andmaintenance.This option is available for photovoltaic (PV), wind, hydro and other(unspecified) non-carbon-based fuels. Any customer net excess generation (NEG)is credited to the customer's next monthly bill at the utility's retail rate.Accounts are trued-up at the end of the calendar year. At this point, thecustomer has the option of either receiving a payment for any remaining NEG orcarrying the credits forward.",Net Metering,Regulatory Policy,1,http://www.fmtn.org/1089/Solar-Other-Renewable-Facility-Interconn,NA,NA,
3302,New Mexico,NM,Xcel Energy - Solar*Rewards Program,"** _Note: As of May 2015, the Small Program is fully subscribed. The Mediumprogram has 310 kW of capacity remaining before the incentive amount isreduced._**Through the Solar*Rewards program, Xcel Energy is purchasing renewable energycredits (RECs) from customers in New Mexico who install photovoltaic (PV)systems. The RECs that Xcel purchases will help the utility comply with NewMexico's renewable portfolio standard (RPS) in exchange for a financialincentive to homeowners and businesses who install PV systems.Participating systems will be net-metered, and a separate production meterwill be installed to measure the system's output. The electricity output ofparticipating systems will be measured each month and will be paid in the formof a bill credit. If the total amount of the credit reaches $50, a check willbe issued to the customer. To be eligible for the program, PV equipment mustappear on the California Energy Commission's lists of eligible modules andinverters. All systems must also carry a five-year warranty from both themanufacturer and the installer, including parts and labor.The following incentives are available to customers, depending on PV systemsize.**Small Program – Standard Offer**Xcel has a standard offer for new PV systems (both customer owned and thirdparty developer) between 0.5 kilowatts (kW)-AC and 100 kW-AC. The utility willpay $0.08 per kilowatt-hour (kWh) for RECs from systems between 0.5 kW and10.0 kW.**Medium Program – Standard Offer**Projects between 10.1 kW-AC and 100 kW-AC can receive a payment of $0.05 perkWh for 10 years.**Large Program – Request for Proposals**Larger systems between 100.1 kW and two megawatts can participate through arequest for proposals (RFP) and will receive a per-kWh payment for their RECsat a rate to be determined through the RFP process.",Performance-Based Incentive,Financial Incentive,0,https://www.xcelenergy.com/Save_Money_&_Energy/Rebates/Solar*Rewards_-_NM,NA,NA,
3311,New Mexico,NM,El Paso Electric Company - Small and Medium System Renewable Energy Certificate Purchase Program,"** _Note: This program closed in 2017._**Since January 2010, El Paso Electric has purchased renewable energycertificates (RECs) from its New Mexico customers who install smallphotovoltaic (PV) systems and wind systems. The RECs that El Paso Electricpurchases will help the utility comply with New Mexico's renewable portfoliostandard (RPS) in exchange for a financial incentive to homeowners andbusinesses who install PV and wind energy systems.    Only systems connected to the utility's grid and net-metered are eligible.RECs will be measured by a separate REC meter and purchased by El PasoElectric on a monthly basis. For contracts signed on or after January 1, 2014,the utility will purchase the REC's from a PV or wind system at a rate of$0.02 per kilowatt-hour (kWh) for small systems (<10 kilowatts) and mediumsystems (10 kW - 100 kW), and at ""prevailing market prices"" (a rate notexceeding $0.018 per kWh) for large systems.Payments will not be made for any RECs produced by a medium system that are inexcess of the kWh consumed by the site during a month. REC purchase paymentswill appear as a credit on the customer's monthly bill. Any credit balance upto $30.00 will be applied to the following month's bill. Once the rollingcredit exceeds $30.00 a direct payment will be made to the customer.See application for further details.",Performance-Based Incentive,Financial Incentive,0,http://www.epelectric.com/nm/residential/renewable-energy-interconnection-1,03/01/2009,2009,
3350,New Mexico,NM,Advanced Energy Tax Credit (Personal),"** _Note: The deadline for qualifying for this tax incentive was 12/31/2015.This summary is here for informational purposes only._**A taxpayer who holds an interest in a qualified generating facility located inNew Mexico and who files an individual New Mexico income tax return may claiman advanced energy income tax credit in an amount equal to 6% of the eligiblegeneration plant costs of a qualified generating facility.“Eligible generation plant costs"" means expenditures for the development andconstruction of a qualified generating facility, including costs related topermitting, site characterization and assessment, engineering, design, andsite and equipment acquisition.**Eligible Technologies**""Qualified generating facility"" means a facility that begins construction notlater than December 31, 2015, and includes, among other technologies:    * a solar thermal electric generating facility that begins construction on or after July 1, 2007 and that may include an associated renewable energy storage facility;    * a solar photovoltaic electric generating facility that begins construction on or after July 1, 2009 and that may include an associated renewable energy storage facility;    * a geothermal electric generating facility that begins construction on or after July 1, 2009; and    * a recycled energy project if that facility begins construction on or after July 1, 2007.**Carryover**Any unused credit may be carried forward for up to 10 years.**Process**The aggregate amount of all advanced energy tax credits that may be claimedwith respect to a qualified generating facility cannot exceed $60,000,000.In order to claim the tax credit, an entity that holds an interest in aqualified generating facility may request a certificate of eligibility fromthe New Mexico Environment Department (NMED). To claim the advanced energyincome tax credit, a taxpayer must submit with the taxpayer's New Mexicoincome tax return a certificate of eligibility from the NMED stating that thetaxpayer may be eligible for advanced energy tax credits.Click here for more information, including forms to apply for the tax credit.",Personal Tax Credit,Financial Incentive,0,http://www.tax.newmexico.gov/Tax-Professionals/tax-credits-overview.aspx,NA,2009,
3532,New Mexico,NM,Local Option - Renewable Energy Financing District/Solar Energy Improvement Special Assessments,"**_Note: In 2010, the Federal Housing Finance Agency (FHFA), which hasauthority over mortgage underwriters Fannie Mae and Freddie Mac,directed theseenterprises against purchasing mortgages of homes with a PACE lien due to itssenior status above a mortgage. Most residential PACE activity subsidedfollowing this directive; however, some residential PACE programs are nowoperating with loan loss reserve funds, appropriate disclosures, or otherprotections meant to address FHFA's concerns. Commercial PACE programs werenot directly affected by FHFA’s actions, as Fannie Mae and Freddie Mac do notunderwrite commercial mortgages. Visit PACENation for more information aboutPACE financing and a comprehensive list of all PACE programs across thecountry._**  Property Assessed Clean Energy (PACE) financing effectively allows propertyowners to borrow money to pay for energy improvements. The amount borrowed istypically repaid via a special assessment on the property over a period ofyears. In 2009 New Mexico enacted two separate bills authorizing localgovernments to offer these types of programs using different mechanisms. (Notall local governments in New Mexico offer PACE financing; contact your localgovernment to find out if it has established a PACE financing program.)**Renewable Energy Financing District Act**New Mexico enacted S.B. 647 in 2009, which authorizes municipalities andcounties to create renewable energy financing districts (REFD) for the purposeof providing financing for consenting property owners within the district toinstall renewable energy technologies. Eligible technologies includephotovoltaics, solar thermal, geothermal, and wind.A county is authorized to create a REFD in both its unincorporated andincorporated areas (provided that the county receives the consent of theimpacted municipalities in an incorporated area). A municipality may create aREFD within its borders.Municipalities and counties must follow the same process for establishing aREFD. First, it must draft and adopt a resolution that includes specificdetails of the district, such as the types of renewable energy technologies tobe included. After passing the resolution, the county or municipality musthold a public hearing and solicit feedback from stakeholders. Finally, afterconsidering the opinions and comments, it is required to establish the REFD byway of ordinance. Once the district is formed, individual property owners mayopt in to participate per the terms of the program. Any financing a propertyowner receives is repaid as an assessment on their property tax and will be asenior lien on the property until fully repaid. The district may issue bondsto fund financing programs and the standards for the district board’s rolesand powers.Each district will be governed by a district board of five members. Thesemembers may be from the local government or individuals appointed by the localgovernment (either way, the makeup of the board must be specified in theresolution and subsequent ordinance).**Solar Energy Improvement Special Assessment Act**    New Mexico also enacted H.B. 572 in 2009, which authorizes a county to pass anordinance that creates a “solar energy improvement special assessment”provision. The county itself is not authorized to provide funding directly toproperty owners; rather, it creates rules for certifying certain private banksand financing institutions as “solar energy improvement financinginstitutions.”Solar energy improvement financing institutions are authorized to loanproperty owners up to 40% of the assessed value of the property for purposesof solar energy (photovoltaic or solar thermal) improvements. The propertyowner will enter into a direct agreement with a certified financialinstitution for the funding and they will be required to apply to the countyas well, since the loan through the private institution will be paid via anassessment on their property tax and will constitute a lien on the property.The county devises the process for transferring funds collected via thespecial assessment to the participating financial institution. No county mypass an ordinance that contains additional provisions to those outlined in thelaw (e.g., an ordinance may not require property owners to receive an energyaudit as a condition of participation).",PACE Financing,Financial Incentive,1,http://www.emnrd.state.nm.us/ECMD/CleanEnergyTaxIncentives/PACE.html,NA,2009,
3598,New Mexico,NM,PNM - Commercial Energy Efficiency Rebate Program,"PNM provides a range of incentives for commercial customers to increase theefficiency existing facilities. Eligible equipment includes energy efficientlighting, HVAC, refrigeration, and motors, among others. The incentives varybased on the equipment. Customers may also receive incentives for customefficiency measures not included in the prescriptive program. Customincentives are worth $0.08 per kilowatt hour (kWh)    Small to medium sized businesses (maximum monthly peak demand of 200 kW permeter) can also enroll in the PNM Quick Saver program. A participating PNMQuick Saver contractor does an onsite energy assessment to identify energy-saving opportunities and presents a proposal to the customer. If the customerapproves the proposal, the contractor files the necessary paperwork with PNMand installs the new equipment. On average, PNM pays 65% or more of theproject costs directly to the contractor, and the customer pays the balance.For more information, including specific details on equipment requirements,visit the program web site.",Rebate Program,Financial Incentive,1,https://www.pnm.com/bizrebates,NA,NA,
3600,New Mexico,NM,PNM - Commercial New Construction Energy Efficiency Rebate Program,"PNM is providing incentives for their commercial customers to design and buildenergy efficient new facilities. Buildings which exceed the current buildingcode by 10% can get 8 cents per estimated first year kilowatt hours saved.Buildings which exceed the current building code by 20% can get 10 cents perestimated first year kilowatt hours saved. Buildings projects which utilizeenhanced commissioning may also receive additional incentives. In addition tothese incentives, there are also pre-set menu options that allow a commercialcustomer to choose from a list of approved equipment with set rebate amounts.Eligible equipment includes energy efficient lighting, HVAC, refrigeration,and motors. The incentives vary based on the equipment. Customers may alsoreceive incentives for custom efficiency measures not included in theprescriptive program. Custom incentives are worth $0.06 per estimated firstyear kilowatt hour (kWh) savings.",Rebate Program,Financial Incentive,0,http://www.pnm.com/rebates/new_construx_bus.htm,NA,NA,
3841,New Mexico,NM,El Paso Electric Company - Commercial Efficiency Program,"The El Paso Electric (EPE) Commercial Efficiency Program pays incentives tocommercial and industrial customers who install energy efficiency measures infacilities located within EPE's New Mexico service territory. Large facilitiesmay also develop and implement energy efficiency plans separate from theserebate offerings. Customers should contact EPE for details on this option.    Equipment must meet minimum eligibility criteria and comply with all programrules and procedures. Depending on the technology, customers may need tocontact a participating contractor who can recommend specific measures andprovide cost estimates. After the installation of the equipment, customersmust submit applications along with a copy of a receipt or invoice for theproject. Applications may also require information about the capacity,efficiency, and type of equipment installed. Rebate checks will typically bemailed 4 - 6 weeks after final approval. Contact utility or view the programweb site for other information and guidelines.",Rebate Program,Financial Incentive,1,http://www.epesaver.com/,NA,NA,
3842,New Mexico,NM,El Paso Electric Company - Residential Efficiency Program,"EPE offers incentives to residential customers in its New Mexico serviceterritory that purchase and install high efficiency equipment for residentialuse. Some incentives, including insulation, vary depending on the type, size,original efficiency, and end efficiency of the installation.Qualified contractors must install certain equipment to qualify customers forrebates. Once equipment is installed, complete application form and submitwith a copy of your receipt or contractor invoice to the address on the RebateApplication Form. Receipts and invoices need to clearly indicate equipmentspecifics, including efficiency and model number. Customers should carefullyreview the rebate documents and program requirements before purchasing asystem. Efficiency and performance standards of equipment must meet minimumprogram requirements. Contractors and customers can call the utility or aprogram representative for more information.",Rebate Program,Financial Incentive,1,https://www.epesaver.com/residential-comprehensive/,NA,NA,
3843,New Mexico,NM,El Paso Electric Company - EPESaver High Efficiency Cooling Program,"EPE offers incentives in its New Mexico service territory to residentialcustomers or contractors that install high efficiency air conditioning orevaporative cooling units in new or existing residential dwellings. Incentivesvary depending on the type, size, and efficiency of the units and only highefficiency units qualified by ENERGY STAR are eligible. Once equipment isinstalled, complete application form and submit with a copy of your receipt orcontractor invoice to the address on the Rebate Application Form. Receipts andinvoices need to clearly indicate equipment specifics including efficiency andmodel number. Customers should carefully review the rebate documents beforepurchasing a system. Efficiency and performance standards of equipment mustmeet minimum program requirements. Contractors and customers can call theutility or a program representative for more information.",Rebate Program,Financial Incentive,0,http://www.epesaver.com,NA,NA,
