policy_id,state_name,state_code,policy_name,summary,policy_type,program_category,published,websiteurl,start_date_text,start_year
3802,Connecticut,CT,Geothermal Rebate Program,"_**December 2012 Update:   CEFIA has not yet developed or launched a **__**newfinancing program. The below information is for historical reference only.  **_Using funding from the American Recovery and Reinvestment Act (ARRA), theClean Energy Finance and Investment Authority (CEFIA) is offering geothermalheat pump rebates on a first-come, first-served basis to pre-approved systemsinstalled after December 15, 2009. This program is meant to run in conjunctionwith the existing utility geothermal rebate programs (Connecticut Light &Power Company, United Illuminating Company). Projects within these utilities'service territories are required to apply to both the utility and the CEFIAprograms.    CEFIA requires that buildings meet minimum efficiency levels to be eligiblefor the geothermal heat pump rebate.    **Residential projects**  New homes must be Energy Star rated. Existing homes must participate in theirutility's Home Energy Solutions Program (or comparable) and recommended energyefficiency improvements must be made prior to installing the geothermal heatpump. Developers are eligible for rebates on 25 residential dwellings withseparate systems as long as separate applications are submitted and multi-family projects with five or more dwellings will be treated as a commercialproject (and commercial rebate amounts apply).    **Commercial projects**  Buildings must meet or exceed the Connecticut Building Code Standards andapplicants are strongly encouraged to participate in other programs funded bythe CEFIA (if applicable), which are offered through certain utilities.*    Applicants must be sure to select contractors eligible to conduct thegeothermal installations, check CEFIA's website for the list.    Because these incentives are provided using ARRA money, beneficiaries will besubjected to additional terms and conditions, including reporting requirementsamong others.    * _Connecticut Light & Power Company and United Illuminating Company_",Rebate Program,Financial Incentive,0,http://www.ctcleanenergy.com/YourHome/GeothermalIncentiveProgramResidential/tabid/520/Default.aspx,NA,NA
3822,Oregon,OR,Oregon - Residential Energy-Efficient Appliance Rebate Program,"**_Note: Under the American Recovery and Reinvestment Act of 2009, the U.S.Department of Energy (DOE) is providing a total of $300 million to U.S.states, U.S. territories and the District of Columbia to establish rebateprograms for new energy-efficient appliances that replace existing appliancesin homes. Each state and territory has designed its own program. Rebates willbe available until the state or territory program's funding is exhausted. Besure to confirm that rebate funds are still available in your state orterritory before making purchasing decisions._**    As of December 15, 2009, Oregon's Residential Energy-Efficient ApplianceRebate Program is offering rebates for selected Energy Star appliancesinstalled in low income households. This program is administered by apartnership of the Oregon Department of Energy, the Oregon Department ofHousing and Community Services, and Community Action Programs. Households withan annual income of 60% of the state's median income levels can replace low-efficiency or non-functioning heating systems. Prior to receiving a rebate andinstalling a new heating system, the existing heating system must be inspectedby the local Community Action Program. These rebates are available for EnergyStar natural gas furnaces and air source heat pumps (including ductlessmodels). The rebate covers 70% of the cost of the appliances, up to $2,000.Certain low-income households may get 100% of the cost covered, with fundingfrom the partner organizations.    Effective July 1, 2010, this program also offers rebates for water heaters,refrigerators, dishwashers and clothes washers that are purchased on or afterJuly 1, 2010. Rebates for these technologies are worth 70% of the cost of theappliance, up to $1,400 for an electric heat pump water heater or gas storagewater heater, $1,200 for a gas tankless water heater, $700 for a refrigerator,$400 for a dishwasher, and $800 for a clothes washer. For more information,see the Oregon Department of Energy's web site.",Rebate Program,Financial Incentive,0,http://www.oregon.gov/ENERGY/Recovery/Funding.shtml#State_Energy_Efficient_Appliance_Rebate_Program,12/15/2009,2009
3844,Connecticut,CT,Connecticut - Residential Energy-Efficient Appliance Rebates,"** _Note: Under the American Recovery and Reinvestment Act of 2009, the U.S.Department of Energy (DOE) is providing a total of $300 million to U.S.states, U.S. territories and the District of Columbia to establish rebateprograms for new energy-efficient appliances that replace existing appliancesin homes. Each state and territory has designed its own program. Rebates willbe available until the state program's funding is exhausted. Be sure toconfirm that rebate funds are still available in your state before makingpurchasing decisions._    **This program closed on July 15, 2010. This information is for referenceonly.**    Connecticut's residential energy efficient appliance program is open from theJanuary 25, 2010 through July 15, 2010. Eligible equipment, including EnergyStar refrigerators, freezers, air conditioners (room and central A/C), andclothes washers must replace existing, older equipment and must be installedin Connecticut residences. The older equipment must be recycled according tostate standards. See the website for application forms and additionalapplication instructions.    Water heating systems were added to the program and the start date foreligible water heater systems is April 1, 2010 and the end date is July 15,2010. Electric heat pump water heaters are eligible for $400 rebate, naturalgas or propane gas storage water heaters are eligible for $100 or $200depending on efficiency, natural gas or propane gas tankless water heater areeligible for $250 rebate, and solar water heaters are eligible for $400. Solarwater heating systems must also participate in the Connecticut Clean EnergyFund Solar Thermal Incentive Program to qualify.    Call 1-877 WISE USE for additional information.**",Rebate Program,Financial Incentive,0,http://www.ct.gov/opm/cwp/view.asp?a=2994&q=451596,01/25/2010,2010
3863,Rhode Island,RI,Rhode Island - Residential Energy-Efficient Appliance Rebates,"** _Note: Under the American Recovery and Reinvestment Act of 2009, the U.S.Department of Energy (DOE) is providing a total of $300 million to U.S.states, U.S. territories and the District of Columbia to establish rebateprograms for new energy-efficient appliances that replace existing appliancesin homes. Each state and territory has designed its own program. Rebates willbe available until the state program's funding is exhausted. Be sure toconfirm that rebate funds are still available in your state before makingpurchasing decisions.**_ **_Rhode Island's Energy Efficient Appliance RebateProgram is closed, but it is accepting applicants for a wait list.**_ RhodeIslanders may receive rebates on a variety of ENERGY STAR appliances. Toqualify, the consumer must be a resident of Rhode Island with a street mailingaddress and the appliance must be replacing an existing older, less efficientappliance (older appliances should be recycled, the retailer will be able tohelp consumers with this). Online purchases do not qualify. Consumers areencouraged to check the availability of the rebates before making purchases;as well, consumers may reserve a rebate prior to making purchases. Moreinformation about availability and reservations of rebates are found athttp://www.rirebates.com/, or by calling 1-877-359-5795.",Rebate Program,Financial Incentive,0,http://www.rirebates.com/,NA,NA
3874,Oregon,OR,Community Renewable Energy Feasibility Fund Program,"**_Note: This program is currently fully subscribed, but the program willreopen when funds are repaid back into the revolving loan fund._**    The Oregon Department of Energy (ODOE) provides grants for feasibility studiesfor renewable energy, heat, and fuel projects under the Community RenewableEnergy Feasibility Fund (CREFF). This program is similar to the RenewableEnergy Feasibility Fund, though the scope of CREFF is broader, as it offersgrants to companies in the private sector. Renewable energy projects eligiblefor Oregon's Small-Scale Energy Loan Program are eligible for CREFF. Smallerscale heat and fuel generation projects are eligible, and generally electricgeneration projects sized 25 kilowatts (kW) to 10 megawatts (MW) will beconsidered.    Funding for the program comes from a settlement between the Oregon Departmentof Justice and Reliant Energy. $1 million of the settlement funds was used toestablish CREFF under the Oregon Department of Energy. CREFF is designed to bea revolving fund, and projects that are ultimately constructed and areprofitable are required to pay the state back for the initial grant amount.",Grant Program,Financial Incentive,0,http://www.oregon.gov/energy/RENEW/Pages/CREFF.aspx,NA,NA
3880,Nevada,NV,Southwest Gas Corporation - Commercial Energy Efficient Equipment Rebate Program,Southwest Gas Corporation (SWG) offers rebates to commercial customers inNevada who purchase energy-efficient natural gas equipment. All equipment mustmeet program requirements stated on the rebate application and on the programwebsite. Rebate forms may be found on the program website listed above.Equipment must be installed and functioning to receive a rebate. Please visitthe website listed above for other details or contact SWG.,Rebate Program,Financial Incentive,1,https://www.swgas.com/en/rebates-and-promotions-search-business-nevada,NA,NA
3887,Connecticut,CT,Connecticut Light & Power - Energy Conscious Blueprint Rebate Program,"Through the Connecticut Light & Power Energy Conscious Blueprint Program,custom and prescriptive rebates are available to increase the energyefficiency of non-residential new construction and major renovation projects.Customers with commercial and industrial new construction, additions or majorrenovation projects are eligible to participate. The rebates are customized tothe individual project and will vary likewise. Customer must apply for thisprogram before any construction starts. In addition to these rebates, theEnergy Conscious Blueprint Program has a grant component that covers largercapital projects.",Rebate Program,Financial Incentive,0,http://www.cl-p.com/Business/SaveEnergy/NewConstruction/EnergyConsciousBlueprint.aspx,NA,NA
3888,Connecticut,CT,Connecticut Light & Power - Residential New Construction Program,"Connecticut Light & Power and the Connecticut Energy Efficiency Fund offer aprogram designed to encourage the construction of ENERGY STAR (R) certifiedhomes. The Residential New Construction Program offers incentives targeted atincreasing energy efficiency in several important stages in the constructionprocess. Measures eligible for these rebates include insulation, geothermalheating and cooling, HVAC measures, hot water heating, final ENERGY STARcertification, as well as a rebate offsetting the cost of performing a HERSrating. Incentives vary based upon equipment efficiency, HERS scores, andwhether dwelling is a single or multi-family residence. All relatedinformation can be found on the program application, which is located on theweb site listed above. Contact utility before starting construction work toensure eligibility. No homes are eligible after sheet rock has been applied toresidence. Home must achieve all standards provided by the program in order toreceive incentives.",Rebate Program,Financial Incentive,0,http://www.cl-p.com/Home/SaveEnergy/Rebates/NewConstruction.aspx,NA,NA
3889,Connecticut,CT,The United Illuminating Company - Residential New Construction Program,"The United Illumination Company and the Connecticut Energy Efficiency Fund(CEEF) offer a program designed to encourage the construction of Energy Starcertified homes. The Residential New Construction Program offers incentivestargeted at increasing the energy efficiency of constructed homes in severalimportant stages in the construction process. Measures eligible for theserebates include insulation, geothermal heating and cooling, HVAC measures, hotwater heating, final energy star certification as well as a rebate offsettingthe cost of performing a HERS rating. Incentives vary based upon equipmentefficiency, HERS scores, and whether dwelling is a single or multi-familyresidence. All related information can be found on the program application,which is located on the web site listed above. Contact utility or CEEF beforestarting construction work to ensure eligibility. No homes are eligible aftersheetrock has been applied to residence. Home must achieve all standardsprovided by the program in order to receive incentives.",Rebate Program,Financial Incentive,0,http://www.uinet.com/uinet/connect/UINet/Top+Navigator/Your+Home/UI+Products+%26+Services/Residential+New+Construction/,NA,NA
3930,Connecticut,CT,Connecticut Natural Gas - Custom Commercial Energy Efficiency Program,"The Connecticut Energy Efficiency Fund supports energy efficiency incentivesfor commercial, industrial, or municipal customers engaged in construction,renovations, tenant fit-outs, and equipment purchases. Incentives areavailable for customers of Connecticut Natural Gas, Southern Connecticut Gas,and Yankee Gas on a commercial or industrial rate. There are also commercialefficiency programs available for electric customers of Connecticut Light &Power and The United Illuminating Company. Under the Energy ConsciousBlueprint, Energy Opportunities Equipment Upgrade, and Operation & MaintenanceServices sections of these non-residential energy efficiency incentives,energy experts are sent by the utility to help with identifying and planningenergy efficiency upgrades. The utility energy experts will work with designteams, architects, engineers and contractors and propose cash incentives foreach upgrade, but they leave the choice of which measures are taken up to thecustomer. Experts prepare a Letter of Agreement including measures taken,predicted energy savings, and predicted incentive dollar amount, which will bedelivered when measures are implemented and verified. Financial incentives forfacility upgrades can be as much as 100% of the incremental cost over lessenergy efficiency low cost measures.",Rebate Program,Financial Incentive,0,http://www.cngcorp.com/YourBusiness/EnergyConservation/default.html,NA,NA
3933,Connecticut,CT,Yankee Gas - Custom Commercial Energy Efficiency Program,"The Connecticut Energy Efficiency Fund supports energy efficiency incentivesfor commercial, industrial, or municipal customers engaged in construction,renovations, tenant fit-outs, and equipment purchases. Incentives areavailable for customers of Connecticut Natural Gas, Southern Connecticut Gas,and Yankee Gas on a commercial or industrial rate. There are also commercialefficiency programs available for electric customers of Connecticut Light &Power and The United Illuminating Company. Under the Energy ConsciousBlueprint, Energy Opportunities Equipment Upgrade, and Operation & MaintenanceServices sections of these non-residential energy efficiency incentives,energy experts are sent by the utility to help with identifying and planningenergy efficiency upgrades. The utility energy experts will work with designteams, architects, engineers and contractors and propose cash incentives foreach upgrade, but they leave the choice of which measures to purchase up tothe customer. The energy experts will prepare a Letter of Agreement includingmeasures decided upon, predicted energy savings, and predicted incentivedollar amount, which will be delivered when measures are implemented andverified. Financial incentives for facility upgrades can be as much as 100% ofthe incremental cost over less energy efficiency low cost measures.",Rebate Program,Financial Incentive,0,http://www.yankeegas.com/BusinessCustomer/EnergySavingPrograms.asp,NA,NA
3934,Connecticut,CT,Southern Connecticut Gas - Custom Commercial Energy Efficiency Program,"The Connecticut Energy Efficiency Fund supports energy efficiency incentivesfor commercial, industrial, or municipal customers engaged in construction,renovations, tenant fit-outs, and equipment purchases. Incentives areavailable for customers of Connecticut Natural Gas, Southern Connecticut Gas,and Yankee Gas on a commercial or industrial rate. There are also commercialefficiency programs available for electric customers of Connecticut Light &Power and The United Illuminating Company. Under the Energy ConsciousBlueprint, Energy Opportunities Equipment Upgrade, and Operation & MaintenanceServices sections of these non-residential energy efficiency incentives,energy experts are sent by the utility to help with identifying and planningenergy efficiency upgrades. The utility energy experts will work with designteams, architects, engineers and contractors and propose cash incentives foreach upgrade, but they leave the choice of which measures are taken up to thecustomer. Experts prepare a Letter of Agreement including measures taken,predicted energy savings, and predicted incentive dollar amount, which will bedelivered when measures are implemented and verified. Financial incentives forfacility upgrades can be as much as 100% of the incremental cost over lessenergy efficiency low cost measures.",Rebate Program,Financial Incentive,0,http://www.soconngas.com/YourBusiness/EnergyConservation/default.html,NA,NA
3935,Iowa,IA,Black Hills Energy (Gas) - Residential New Construction Rebate Program,"** _Note: According to the BHE website, this program is currently only beingoffered in the Grimes, Iowa area._**Black Hills Energy (BHE) offers new construction rebates for home builders inthe eligible service area. A program application with complete programinformation is also available on the program web site. Contact Black HillsEnergy for other program information.",Rebate Program,Financial Incentive,0,http://www.bhesavemoney.com,NA,NA
3938,Connecticut,CT,Connecticut Natural Gas - Cooking and Water Heating Rebate Program,"Through the Connecticut Energy Efficiency Fund, Connecticut Natural Gas offersa water heater rebate program for their residential customers. Equipmentshould be installed by a licensed heating or plumbing contractor at thecustomer's address listed on the Rebate Form. Customers may also be eligiblefor a Federal Tax Credit of 30% of the installed cost up to $1,500 forqualified units, as well as the Home Energy Solutions and Performance Programsoffered by CEEF. Low income customers can contact the Community Renewal Teamto use the WRAP program for qualified hardship customers living in 1-4 familydwellings. No cost caulking, weather stripping, pipe wrap and insulation areprovided through customers' gas utility. Interested low-income customersshould call WRAP at 1-800-388-9727 to apply for the program.",Rebate Program,Financial Incentive,0,http://www.cngcorp.com/YourHome/EnergyConservation/default.html,"January 1, 2010",2010
3940,Connecticut,CT,Yankeegas -  Cooking and Water Heating Rebate Program,"Through the Connecticut Energy Efficiency Fund, Yankeegas offers a waterheater rebate program for their residential customers. Equipment should beinstalled by a licensed heating or plumbing contractor at the customer'saddress listed on the Rebate Form. Customers may also be eligible for aFederal Tax Credit of 30% of the installed cost up to $1,500 for qualifiedunits, as well as the Home Energy Solutions and Performance Programs offeredby CEEF. Low income customers can contact the Community Renewal Team to usethe WRAP program for qualified hardship customers living in 1-4 familydwellings. No cost caulking, weather stripping, pipe wrap and insulation areprovided through customers' gas utility. Interested low-income customersshould call WRAP at 1-800-388-9727 to apply for the program.",Rebate Program,Financial Incentive,0,http://www.yankeegas.com/HomeCustomer/Home_Energy_Saving.asp,"January 1, 2010",2010
3941,Connecticut,CT,(Gas) Commercial and Industrial Gas Rebate Program,"Through the Energize CT, rebates are available for commercial, industrial ormunicipal customers of Connecticut Natural Gas Corporation, SouthernConnecticut Gas Company, United Illuminating Company, or Eversource Energythat are on a firm gas rate.  Incentives vary by size and equipment and according to which of the threeprograms energy saving projects are classified under.Consult the program web site or utility account executive for further detailsand specific project requirements. **  **_  _",Rebate Program,Financial Incentive,0,http://www.energizect.com/businesses/,NA,NA
3954,Nevada,NV,Southwest Gas Corporation - Residential Energy Efficiency Rebate Program,Southwest Gas Corporation (SWG) offers rebates to residential customers inNevada who purchase various energy-efficient measures for their homes. Allequipment must meet program requirements for efficiency. A rebate form may befound on the program web site listed above. Please visit web site listed abovefor other details or contact SWG.,Rebate Program,Financial Incentive,1,https://www.swgas.com/en/rebates-and-promotions-search-residential-nevada,NA,NA
3958,Iowa,IA,Farmers Electric Cooperative (Kalona) - Renewable Energy Purchase Rate,"Farmers Electric Cooperative offers a production incentive to members thatinstall qualifying wind and solar electricity generating systems. Customer-generators owning a qualifying grid-tied solar and wind energy systems areeligible for a $0.125 per kilowatt-hour (kWh) production incentive (up to 100%of monthly energy usage) for up to 10 years. Generation in excess of monthlyusage will be credited to the customer-generator at a rate of $0.06 per kWh.This is a buy-all, sell-all arrangement where the customer-generator purchasesall of their electricity from the utility at the normal retail rate, and sellsthe entire output of their qualifying system to the utility. As a result, thisarrangement requires two meters; one to measure the renewable energy system'sproduction and one to measure the electricity used by the home or business.The system must be operational and in service on or after January 1, 2008, andthe customer-generator must participate in the utility's Green Power Projectin order to qualify.",Performance-Based Incentive,Financial Incentive,0,http://sites.google.com/site/feckalona/energy/renewable-energy,NA,NA
3963,Oregon,OR,McMinnville Water and Light - Residential Energy Efficiency Rebate Program,"McMinnville Water and Light (MWL) offers rebates on energy efficient homes,appliances and equipment to residential customers. Rebates are available forHeat Pumps, Windows, Duct Sealing, Insulation and others. Visit the programwebsite to learn more details.",Rebate Program,Financial Incentive,1,https://www.mc-power.com/wordpress/wp-content/uploads/MWL-List-of-Residential-Conservation-Incentives-FY22-23-002.pdf,NA,2021
3967,South Carolina,SC,Progress Energy Carolinas - Home Advantage Builder Rebate Program,"The Progress Energy Carolinas' Home Advantage Program is designed to rewardhome builders, manufactured housing manufacturers, and manufactured housingretailers, and multifamily unit builders with incentives for building andselling ENERGY STAR homes. Cash rebates are available to builders ordevelopers of new single family, multifamily, high-rise multifamily dwellings,and manufactured housing. In order to qualify for the whole home rebates,homes must be certified Energy Star. Additional incentives, ranging from $300- $600 per unit, are available for HVAC equipment that surpasses the EnergyStar Certified Home requirements. The rebate application is located on theprogram website. Progress Energy Carolinas will also match 50% of thebuilders' advertising costs up to $50 per dwelling and pay a sales lotincentive of $100 to retailers for selling an Energy Star manufactured home.",Rebate Program,Financial Incentive,0,http://www.progress-energy.com/carolinasHA,NA,NA
3968,South Carolina,SC,Duke Energy Progress - Residential Energy Efficiency Rebate Program,"Progress Energy provides incentives for residential customers to increase homeenergy efficiency. To qualify, the equipment must meet the efficiencyrequirements outlined on the program web site and the home must be at leastone year old. Customers also must use a contractor approved by Progress Energyto participate in the program. Customers must submit an application form,including equipment cut sheets and original contractor invoice, within 90 daysof completion of the work. More details and a list of approved contractors areavailable on the program web site. Contact Progress Energy for furtherinformation on this program.",Rebate Program,Financial Incentive,1,https://www.duke-energy.com/home/products/smart-saver,NA,NA
3982,Delaware,DE,Sustainable Energy Utility (SEU) - Standard Lighting for Business Program,"The Delaware Sustainable Energy Utility (SEU) offers rebates for non-residential energy consumers (commercial, industrial, government,institutional, etc.) that install qualified energy efficient lightingmeasures. Incentives are available for certain linear fluorescent fixtures,hard wired compact fluorescent lights, LED exit signs, high-intensitydischarge lamps, and lighting control equipment. All measures must meetcertain minimum efficiency and equipment standards in order to qualify forincentives. The maximum incentive available under this program is $10,000 perparticipant. Applications for $3,000 or more in incentives must be pre-approved prior to the purchase and installation of equipment. Pre-approval isnot required for smaller applications, although it is recommended to ensurethat funding is still available and the equipment qualifies for incentives.The program is generally available for any installations of qualified lightingmeasures, but in certain lighting technologies installed as part of newconstruction (e.g., high-pressure sodium fixtures) are not available for newconstruction. Program managers may conduct pre- and post-installationinspections prior to awarding incentive payments and up to five years afterthe receipt of incentives. All environmental credits associated with equipmentthat receives an award under this program default to the SEU unless theparticipant submits a written request to the contrary to the SEU prior to theinstallation of any equipment. Incentives are only available for equipmentpurchased on or after December 1, 2009. The current application is validthrough August 31, 2010. Although the program may continue beyond this date,it may do so under a revised offering. As the program may be funded in full orin part with federal American Recovery and Reinvestment Act (ARRA) funds,participants may be subject to certain terms and conditions (e.g., Davis-Baconprevailing wage requirements) associated with the use of ARRA funds. TheDelaware SEU is a non-profit organization created by the state of Delaware tofoster a sustainable energy future for the state through conservation,efficiencies and the use of renewable energy sources.",Rebate Program,Financial Incentive,0,http://www.energizedelaware.org/business/standard-lighting-program/home,NA,NA
3994,Iowa,IA,Iowa - Residential Energy-Efficient Appliance Rebate Program,"** _Note: Under the American Recovery and Reinvestment Act of 2009, the U.S.Department of Energy (DOE) is providing a total of $300 million to U.S.states, U.S. territories and the District of Columbia to establish rebateprograms for new energy-efficient appliances that replace existing appliances.Each state and territory has designed its own program. Rebates will beavailable until the state or territory program's funding is exhausted. Be sureto confirm that rebate funds are still available in your state or territorybefore making purchasing decisions._** Iowa is offering rebates for purchasesof certain energy-efficient appliances by qualifying state residents. In orderto qualify for a rebate, the eligible appliance must meet certain minimumenergy efficiency requirements (e.g., Energy Star or CEE listing) and bepurchased to replace an existing appliance in an Iowa household. Applicantsmust be Iowa residents with a valid Iowa residential mailing address and allpurchases must be made from an Iowa retailer (i.e., on-line purchases are noteligible). Rebates are not available for business purchases, includinglandlords purchasing appliances for rental or commercial properties. Programparticipants may only receive a rebate for one appliance per appliancecategory per address, but are permitted to receive rebates for more than onedifferent category of appliance. Rebates are available in the following sixappliance categories: heating, cooling, hot water heaters, clothes washers,dishwashers and refrigerators. Rebates vary by equipment type and efficiency,and in some cases, appliances that are more efficient are eligible for higherrebates (e.g., gas furnaces). The existing appliance must be recycled in orderto qualify the new appliance for a rebate. **It is important to note that theprogram opens March 1, 2010 and that purchases made prior to March 1, 2010 arenot eligible for awards.** In order to receive a rebate, the consumer mustfirst complete an on-line application or use the toll-free rebate reservationphone number to reserve funds for a rebate. After receiving a confirmation offunding availability, the consumer may purchase and install the new applianceand have the old appliance recycled. To complete the process and receive theincentive award, participants must mail in a completed rebate applicationaccompanied by the sales receipt(s) within 30 days of receiving theirincentive reservation confirmation. If incentive funding has been fullyreserved by the time a customer applies for a reservation, the customer canapply to be placed on a waiting list for funding that becomes available fromunclaimed reservations or disqualified applications. Rebates are issued in theform of a pre-paid Visa debit card. Please see the program website for furtherinformation, including a list of eligible appliances.",Rebate Program,Financial Incentive,0,http://www.iowaappliancerebate.com/,NA,NA
3996,Nevada,NV,Southwest Gas Corporation - Smarter Greener Better Solar Water Heating Program,"Southwest Gas is offering rebates to Nevada customers for solar water heatingsystems installed in private residential, small business, public and otherproperties. Rebates are based on the amount of therms expected to be generatedby the system, and the rebate amounts decline based on each ""step"" of theincentive program reached.    See the website above for more information.",Rebate Program,Financial Incentive,1,https://www.swgas.com/en/rebate/nevada-solar-water-heating-homeowner_renter,NA,NA
4018,Iowa,IA,Residential Energy Efficiency Rebate (Offered by Several Cooperative Utilities),"Associated Electric Cooperative and many of its member cooperatives offerrebates to residential customers who purchase and install energy efficientequipment for the home. Eligible equipment includes room air conditioners,geothermal heat pumps, air-source heat pumps, and water heaters. Equipmentmust meet all efficiency and application guidelines in order to receiverebate. Some members of Associated Electric Cooperative's may not offer theserebates to customers. Rebate amounts shown above are base rebate amounts andmay vary across cooperatives. Visit the web site to see which utilities areparticipating in the program.",Rebate Program,Financial Incentive,0,http://www.takecontrolandsave.coop/,NA,NA
4025,South Carolina,SC,South Carolina - Residential Energy-Efficient Appliance Rebate Program,"** _Note: Under the American Recovery and Reinvestment Act of 2009, the U.S.Department of Energy (DOE) is providing a total of $300 million to U.S.states, U.S. territories and the District of Columbia to establish rebateprograms for new energy-efficient appliances that replace existing appliancesin homes. Each state and territory has designed its own program. Rebates willbe available until the state or territory program's funding is exhausted. Besure to confirm that rebate funds are still available in your state orterritory before making purchasing decisions.**_ As of March 31, 2010, SouthCarolina's Residential Energy-Efficient Appliance Rebate Program is offeringrebates for certain Energy Star appliances installed in households in SouthCarolina. This program is administered by the South Carolina Energy Office.These rebates are available for Energy Star refrigerators, washers,dishwashers, heating and cooling equipment, and various types of waterheaters, including solar water heaters.* Installers of solar water heatingsystems must be registered with the South Carolina Energy Office in order fora system to receive a rebate. These appliances must replace an existingappliance and the old appliance must be recycled. Installers that installequipment directly in homes will reserve rebates online and provide thehomeowner with a mail-in rebate form. If equipment is purchased in a store,the rebate will be automatically taken off of the purchase price. Equipmentpurchased online is not eligible to receive rebates. For more information, seethe program web site. _*As of April 1, 2010, there are no more rebatesavailable for central air conditioning units, heat pumps, gas furnaces andwater heaters, including solar water heaters._",Rebate Program,Financial Incentive,0,http://www.appliancerebates.sc.gov/Pages/index.aspx,3/31/2010,2010
4064,Nevada,NV,Southwest Gas Corporation - Commercial Energy Audit Program,"Southwest Gas Corporation (SWG) offers the Commercial Energy Audit Program tocustomers in Nevada who have an energy audit performed on a qualifyingfacility. The program helps large commercial and industrial customers bringdown the energy costs associated with operating a larger facility. Thisprogram may be helpful to customers whose large facility meets any of thefollowing criteria: a facility which is ten years or older, a facility withsingle pane windows, equipment which needs to be replaced or tuned-up, orfacilities with no existing energy manger. After an initial audit, additionalrebates are available for boilers, steam upgrades, equipment controls, tune-ups and custom measures. Please visit the web site listed above for otherdetails or contact SWG.",Rebate Program,Financial Incentive,0,http://www.swgasliving.com/efficiency/nv,NA,NA
4099,Nevada,NV,Nevada - Residential Energy Efficient Appliance Rebate Program,"_ **Note: Under the American Recovery and Reinvestment Act of 2009, the U.S.Department of Energy (DOE) is providing a total of $300 million to U.S.states, U.S. territories and the District of Columbia to establish rebateprograms for new energy-efficient appliances that replace existing appliancesin homes. Each state and territory has designed its own program. Rebates willbe available until the state or territory program's funding is exhausted. Besure to confirm that rebate funds are still available in your state orterritory before making purchasing decisions.**_ Nevada is providing rebatesto residents who purchase Energy Star certified refrigerators, freezers,washing machines and dishwashers. Participants must agree to replace andrecycle or properly dispose of existing appliances with a new Energy Starqualified model. Proof of proper disposal is a requirement of this program.Program funds could be depleted rapidly. Nevada residents should check thewebsite above to make sure funds are still available. To participate,residents can apply on the website to have funds reserved for their purchase,and then submit the proper documentation after purchasing their equipment toreceive their rebate. Rebates will be awarded in the form of a prepaid Visacard.",Rebate Program,Financial Incentive,0,http://www.nevadaappliancerebate.com/,4/17/2010,2010
4109,District of Columbia,DC,District of Columbia - Residential Energy Efficient Appliance Rebates,"** _Note: Under the American Recovery and Reinvestment Act of 2009, the U.S.Department of Energy (DOE) is providing a total of $300 million to U.S.states, U.S. territories and the District of Columbia to establish rebateprograms for new energy-efficient appliances that replace existing appliancesin homes. Each state and territory has designed its own program and theDistrict of Columbia has chosen to supplement federal funds with additionalfunding from the Sustainable Energy Trust Fund (SETF). Rebates will beavailable until the state or territory program's funding is exhausted. Be sureto confirm that rebate funds are still available in your state or territorybefore making purchasing decisions._**    The District of Columbia's energy efficient appliance rebate program andresidential weatherization and efficiency rebate program opened on October 25,2010. **The program will continue to accept applications until availablefunding is exhausted.** Purchases made prior to the opening date of theprogram are not eligible for a rebate.    **State Energy Efficient Appliance Rebate Program**  This program offers rebates ranging from $100 - $600 for Energy Star listedclothes washers, refrigerators, dishwashers, and electric heat pump hot waterheaters. Most appliances have standard rebate levels, but higher rebates areavailable for dishwashers that meet more stringent energy and water userequirements. Funds for electric appliance rebates are provided by theAmerican Recovery and Reinvestment Act (ARRA) state energy efficient appliancerebate program (SEEARP).    **Residential  Efficiency Rebate Program **  Rebates under this program range from $200 - $600 for qualifying gas storagewater heaters, residential gas boilers, and residential gas furnaces. AllEnergy Star listed appliances of these types qualify for an incentive. Fundingfor gas appliance  rebates comes from the District of Columbia SustainableEnergy Trust Fund (SETF).  Please visit the program web site for additional information.",Rebate Program,Financial Incentive,0,"http://www.green.dc.gov/green/cwp/view,a,1244,q,463305.asp",10/25/2010,2010
